textsentence_id,text_id,sentence_id,word_count,sentiment,sentence,language,word,translated_word,freq
Blast01_8,Blast01,8,17,0.563333333333,Once everything was configured the UE Blast was very easy to use by issuing Alexa commands.,English,alexa,alexa,1.0
Blast01_8,Blast01,8,17,0.563333333333,Once everything was configured the UE Blast was very easy to use by issuing Alexa commands.,English,commands,commands,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,part,part,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,way,way,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,commands,commands,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,alexa,alexa,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,require,require,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,rote,rote,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,type,type,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,commands,commands,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,xbox,xbox,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,practice,practice,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,wife,wife,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,phrasings,phrasings,1.0
Blast01_9,Blast01,9,56,0.428571428571,"The toughest part is remembering the best way to address the commands, although it should be noted that Alexa doesn't require rote, specific type of commands (as the Xbox does) but through practice my wife and I have found out that it does respond to certain phrasings better than others.",English,others,others,1.0
Blast01_10,Blast01,10,30,-0.0833333333333,"You also have to learn to add a slight pause after saying ""Alexa"" and not just start yelling out commands but that becomes second nature in practice.",English,pause,pause,1.0
Blast01_10,Blast01,10,30,-0.0833333333333,"You also have to learn to add a slight pause after saying ""Alexa"" and not just start yelling out commands but that becomes second nature in practice.",English,alexa,alexa,1.0
Blast01_10,Blast01,10,30,-0.0833333333333,"You also have to learn to add a slight pause after saying ""Alexa"" and not just start yelling out commands but that becomes second nature in practice.",English,commands,commands,1.0
Blast01_10,Blast01,10,30,-0.0833333333333,"You also have to learn to add a slight pause after saying ""Alexa"" and not just start yelling out commands but that becomes second nature in practice.",English,nature,nature,1.0
Blast01_10,Blast01,10,30,-0.0833333333333,"You also have to learn to add a slight pause after saying ""Alexa"" and not just start yelling out commands but that becomes second nature in practice.",English,practice,practice,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,alexa,alexa,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,spotify,spotify,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,spotify,spotify,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,bluetooth,bluetooth,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,command,command,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,nature,nature,1.0
Blast01_11,Blast01,11,32,-0.25,"I was highly disappointed to see that Alexa could not control Spotify and that Spotify would only work when using a Bluetooth command, similar in nature to the UE Boom.",English,boom,boom,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,spotify,spotify,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,music,music,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,source,source,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,amazon,amazon,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,amazon,amazon,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,prime,prime,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,music,music,1.0
Blast01_12,Blast01,12,26,0.4,Spotify is my primary music source and I do not like that Amazon seems to want to steer you to their Amazon Prime Music direction.,English,direction,direction,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,subscriber,subscriber,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,amazon,amazon,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,music,music,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,service,service,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,alexa,alexa,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,device,device,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,music,music,1.0
Blast01_13,Blast01,13,46,0.366666666667,"However, it should be noted that you do not have to be a subscriber to the Amazon music service to use Alexa on this device, but it will open up more music, including your own if you have a subscription to it.",English,subscription,subscription,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,speaker,speaker,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,sessions,sessions,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,session,session,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,hours,hours,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,listening,listening,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,levels,levels,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,opinion,opinion,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,speaker,speaker,1.0
Blast01_14,Blast01,14,43,-0.1,"I have used the speaker twice now in long sessions and the first session I got about 7 hours out of moderate listening levels which was, in my opinion, disappointing considering the speaker promises ""up to 12 hours"".",English,hours,hours,1.0
Blast01_15,Blast01,15,30,-0.0833333333333,"We all know ""up to"" is the key there but still, roughly half of the promised amount is not what I'd consider a home run.",English,key,key,1.0
Blast01_15,Blast01,15,30,-0.0833333333333,"We all know ""up to"" is the key there but still, roughly half of the promised amount is not what I'd consider a home run.",English,half,half,1.0
Blast01_15,Blast01,15,30,-0.0833333333333,"We all know ""up to"" is the key there but still, roughly half of the promised amount is not what I'd consider a home run.",English,amount,amount,1.0
Blast01_15,Blast01,15,30,-0.0833333333333,"We all know ""up to"" is the key there but still, roughly half of the promised amount is not what I'd consider a home run.",English,home,home,1.0
Blast01_15,Blast01,15,30,-0.0833333333333,"We all know ""up to"" is the key there but still, roughly half of the promised amount is not what I'd consider a home run.",English,run,run,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,time,time,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,charge,charge,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,hours,hours,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,listening,listening,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,levels,levels,1.0
Blast01_16,Blast01,16,28,0.15,The second time listening from a full charge we got roughly 9 hours and that is listening at moderate listening levels so that was a bit better.,English,bit,bit,1.0
Blast01_17,Blast01,17,16,0.316666666667,It honestly made me wonder if the first I was not at a complete charge.,English,charge,charge,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,way,way,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,charge,charge,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,level,level,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,speaker,speaker,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,app,app,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,levels,levels,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,charge,charge,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,charge,charge,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,charge,charge,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,lack,lack,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,information,information,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,opinion,opinion,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,fix,fix,1.0
Blast01_18,Blast01,18,58,0.125,"It should be noted here that the only way to know the charge level of the speaker is through the app and you will only know two levels of charge, full charge or partial charge and that is a sincere lack of information in my opinion that needs updated with a future fix for the app.",English,app,app,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,quality,quality,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,sound,sound,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,speaker,speaker,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,room,room,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,speaker,speaker,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,room,room,1.0
Blast01_19,Blast01,19,25,0.305571428571,The quality of the sound of the speaker is very high for a large room and the speaker will fill the room with sound.,English,sound,sound,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,room,room,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,speaker,speaker,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,people,people,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,volume,volume,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,clarity,clarity,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,music,music,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,issue,issue,1.0
Blast01_20,Blast01,20,29,0.238095238095,Any larger than a large room though and the speaker will struggle but for most people volume or clarity of the music will not be any issue whatsoever.,English,whatsoever,whatsoever,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,blast,blast,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,boom,boom,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,stereo,stereo,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,mirror,mirror,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,effect,effect,1.0
Blast01_21,Blast01,21,29,-0.55,"It was disappointing that I was unable to band my UE Blast to my UE Boom to create a stereo, or mirror, effect from one source.",English,source,source,1.0
Blast01_22,Blast01,22,20,0.0,I worked on this for well over an hour before looking online and determining it simply is not possible.,English,hour,hour,1.0
Blast01_22,Blast01,22,20,0.0,I worked on this for well over an hour before looking online and determining it simply is not possible.,English,online,online,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,word,word,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,wise,wise,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,product,product,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,stereo,stereo,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,effect,effect,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,room,room,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,source,source,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,solution,solution,1.0
Blast01_23,Blast01,23,43,0.65,"So word to the wise, if you already own a UE product and are considering buying this to add on as a ""stereo"" effect or even just a multi-room, one source solution you will be out of luck.",English,luck,luck,1.0
Blast01_24,Blast01,24,27,0.2,It remains to be seen if this will be fixed in a future update but I sincerely doubt that it will happen based upon my research.,English,update,update,1.0
Blast01_24,Blast01,24,27,0.2,It remains to be seen if this will be fixed in a future update but I sincerely doubt that it will happen based upon my research.,English,research,research,1.0
Blast01_25,Blast01,25,25,0.285333333333,"Ultimately I do recommend this device, it's very clear, very loud, integrates Alexa commands perfectly and has decent battery life.",English,device,device,1.0
Blast01_25,Blast01,25,25,0.285333333333,"Ultimately I do recommend this device, it's very clear, very loud, integrates Alexa commands perfectly and has decent battery life.",English,integrates,integrates,1.0
Blast01_25,Blast01,25,25,0.285333333333,"Ultimately I do recommend this device, it's very clear, very loud, integrates Alexa commands perfectly and has decent battery life.",English,alexa,alexa,1.0
Blast01_25,Blast01,25,25,0.285333333333,"Ultimately I do recommend this device, it's very clear, very loud, integrates Alexa commands perfectly and has decent battery life.",English,battery,battery,1.0
